Date,retorno_diario_activo,posicion,spread_estimado,retorno_estrategia_bruto,retorno_estrategia_neto,equity_estrategia,equity_buy_and_hold
2017-03-21,0.015089637679209122,1.0,0.007470578606759126,0.015089637679209122,0.011354348375829559,0.04501411641270654,5.368644406332506
2017-03-22,0.004247434050393295,0.0,0.0,0.0,-0.0002,0.045005113589424,5.391447369388416
2017-03-23,-0.0024169644840335014,0.0,0.009649379779649693,-0.0,-0.0,0.045005113589424,5.378416432579068
2017-03-24,0.00537515877157646,1.0,0.009172061473652383,0.00537515877157646,0.0007891280347502687,0.04504062838626454,5.407326274843837
2017-03-27,-0.01280104029210205,0.0,0.00495725344085542,-0.0,-0.00247862672042771,0.04492898948124149,5.3381068733270185
2017-03-28,0.0012199702250281774,1.0,0.0015744652300388737,0.0012199702250281774,0.00043273761000874056,0.04494843194476971,5.3446192047704955
2017-03-29,-0.005409002384803241,0.0,0.0,-0.0,-0.0002,0.04493944225838076,5.315710146746027
2017-03-30,-0.01853694915954396,1.0,0.0,-0.01853694915954396,-0.018736949159543957,0.04409741421352722,5.217173098008924
2017-03-31,0.001873125193113001,1.0,0.006748346542456549,0.001873125193113001,0.001873125193113001,0.044180014191041714,5.226945516375636
2017-04-03,0.0027266400444292405,0.0,0.0006698029631947822,0.0,-0.0003349014815973911,0.04416521823883214,5.241197515330636
2017-04-04,0.006370646188307072,0.0,0.0,0.0,0.0,0.04416521823883214,5.2745873303038415
2017-04-05,0.008491124790422244,0.0,0.0,0.0,0.0,0.04416521823883214,5.319374509543431
2017-04-06,-0.006736045202321295,0.0,0.005175057410159953,-0.0,-0.0,0.04416521823883214,5.283542962399071
2017-04-07,-0.006396252538908187,1.0,0.00402724514530858,-0.006396252538908187,-0.008409875111562477,0.043793794269168664,5.249748087311396
2017-04-10,0.0038781423309084406,1.0,0.0024030304914321164,0.0038781423309084406,0.0038781423309084406,0.04396363283655502,5.270107357595403
2017-04-11,-0.0008500723807800536,0.0,0.006037658838033445,-0.0,-0.0030188294190167226,0.04383091412838118,5.265627384886966
2017-04-12,0.009202071368981102,1.0,0.0031512312831773505,0.009202071368981102,0.0076264557273924265,0.044165188654472415,5.314082063885158
2017-04-13,0.001992299687917365,0.0,0.0,0.0,-0.0002,0.04415635561674152,5.324669307922603
2017-04-17,0.0010703887967298265,0.0,0.003708429910095786,0.0,0.0,0.04415635561674152,5.330368774296095
2017-04-18,0.007868049001770183,0.0,0.003454517766342727,0.0,0.0,0.04415635561674152,5.372308377009762
2017-04-19,-0.003334654680001381,0.0,0.006517595586190127,-0.0,-0.0,0.04415635561674152,5.354393583737957
2017-04-20,-0.004791218326029245,1.0,0.0,-0.004791218326029245,-0.004991218326029245,0.04393596160537658,5.328739515074778
2017-04-21,0.016429011156948503,1.0,0.0,0.016429011156948503,0.016429011156948503,0.04465778600878257,5.416285436020414
2017-04-24,-0.0020299980720810407,0.0,0.007868577531182756,-0.0,-0.003934288765591378,0.04448208938299203,5.405290387027452
2017-04-25,0.0012806877381656978,1.0,0.006379039924539426,0.0012806877381656978,-0.0019088322241040154,0.0443971805373823,5.4122128761473425
2017-04-26,-0.0006774167021977862,0.0,0.0,-0.0,-0.0002,0.04438830110127483,5.408546552749191
2017-04-27,0.005194704447917253,1.0,0.007146612823923829,0.005194704447917253,0.001621398035955339,0.04446027220549983,5.436642353583524
2017-04-28,0.00029975327334041957,0.0,0.005753718414006531,0.0,-0.0028768592070032655,0.04433236626205956,5.438272004924992
2017-05-01,-0.0038935338165442257,0.0,0.005851333384233608,-0.0,-0.0,0.04433236626205956,5.417097908970251
2017-05-02,0.007366615144974276,1.0,0.005061593983688024,0.007366615144974276,0.004835818153130264,0.04454674952360085,5.45700358446828
2017-05-03,-0.0049251753042504065,0.0,0.004911702249460817,-0.0,-0.0024558511247304085,0.044437349338680224,5.430126885178852
2017-05-04,0.0073489397838839565,1.0,0.006650977494039287,0.0073489397838839565,0.004023451036864313,0.04461614083795244,5.470032560676881
2017-05-05,-7.483930517293569e-05,0.0,0.0,-0.0,-0.0002,0.04460721760978485,5.469623187240766
2017-05-08,0.0046157226637761894,1.0,0.006327846285150577,0.0046157226637761894,0.0014517995212009012,0.04467197834695284,5.494869450948429
2017-05-09,-0.008743951875759715,0.0,0.0013851732813820498,-0.0,-0.0006925866406910249,0.044641039131536504,5.446822576905754
2017-05-10,0.0029902025081820494,1.0,0.004805150877174217,0.0029902025081820494,0.0005876270695949408,0.044667271414545046,5.46310967943684
2017-05-11,0.003503099359370543,0.0,0.004542337467997371,0.0,-0.0022711687339986857,0.0445658245042753,5.482247495455047
2017-05-12,0.0067586531474053135,0.0,0.0,0.0,0.0,0.0445658245042753,5.519300104745059
2017-05-15,0.004278914340224205,0.0,0.0,0.0,0.0,0.0445658245042753,5.542916717111254
2017-05-16,-0.0016894739519153212,0.0,0.0022798875501004734,-0.0,-0.0,0.0445658245042753,5.533552103700059
2017-05-17,0.004046803405839849,1.0,0.004411354882891704,0.004046803405839849,0.0018411259643939973,0.04464787580089475,5.555945301199705
2017-05-18,0.0035913647178871244,0.0,0.006507640278894945,0.0,-0.0032538201394474724,0.04450259964343024,5.575898727128944
2017-05-19,0.002555578379638046,0.0,0.01246329813324919,0.0,0.0,0.04450259964343024,5.590148373363046
2017-05-22,0.007720984527938901,0.0,0.0,0.0,0.0,0.04450259964343024,5.633309822462666
2017-05-23,0.004409212263295714,0.0,0.0,0.0,0.0,0.04450259964343024,5.658148281214812
2017-05-24,0.00856376834082151,0.0,0.0024742934597793993,0.0,0.0,0.04450259964343024,5.706603352333153
2017-05-25,0.011015514731089082,0.0,0.0,0.0,0.0,0.04450259964343024,5.769464525625262
2017-05-26,7.095518731348172e-05,0.0,0.0,0.0,0.0,0.04450259964343024,5.769873899061376
2017-05-30,-0.0004264484772764643,0.0,0.00418610675306079,-0.0,-0.0,0.04450259964343024,5.767413345123044
2017-05-31,0.005616971826959194,1.0,0.0,0.005616971826959194,0.005416971826959194,0.04474366897192515,5.799808743397029
2017-06-01,0.003252067809004444,0.0,0.007520975988080672,0.0,-0.003760487994040336,0.04457541094194691,5.818670114709813
2017-06-02,0.005708202130628948,0.0,0.0,0.0,0.0,0.04457541094194691,5.851884259856027
2017-06-05,-0.006025917697900951,0.0,0.00459579713214412,-0.0,-0.0,0.04457541094194691,5.816621286928492
2017-06-06,0.0004933336919743514,1.0,0.005644270282727742,0.0004933336919743514,-0.0023288014493895197,0.04447160366033817,5.8194908221827895
2017-06-07,0.00465053411504579,0.0,0.004311617601852706,0.0,-0.002155808800926353,0.044375731385775906,5.846554562783546
2017-06-08,-0.007925494848797232,0.0,0.0022846071398232603,-0.0,-0.0,0.044375731385775906,5.800217724712994
2017-06-09,-0.00855438840341427,1.0,0.0002922886090070061,-0.00855438840341427,-0.00875438840341427,0.043987248997539245,5.7506004094714305
2017-06-12,-0.00584688972768832,1.0,0.0,-0.00584688972768832,-0.00584688972768832,0.043730060403226266,5.716977283009252
2017-06-13,0.0038012554067630155,1.0,0.005797335873889831,0.0038012554067630155,0.0038012554067630155,0.043896289531772104,5.738708973816632
2017-06-14,0.008574330796186969,0.0,0.0,0.0,-0.0002,0.04388751027386575,5.787914562901182
2017-06-15,0.005101092343083868,0.0,0.009594888026602013,0.0,0.0,0.04388751027386575,5.8174392495604215
2017-06-16,0.0068373526601999135,0.0,0.0,0.0,0.0,0.04388751027386575,5.857215133288955
2017-06-19,-0.003150302226701429,0.0,0.006240341409655259,-0.0,-0.0,0.04388751027386575,5.838763135412286
2017-06-20,-0.003020031913521848,1.0,0.002153399970751705,-0.003020031913521848,-0.0040967318988977,0.0437077149105636,5.821129884407846
2017-06-21,-0.006339796693505928,1.0,0.0,-0.006339796693505928,-0.006339796693505928,0.04343061688409291,5.784225104414208
2017-06-22,0.0037572651090711506,1.0,0.009055947592471046,0.0037572651090711506,0.0037572651090711506,0.04359379722557695,5.805957971582037
2017-06-23,0.010947228255763886,0.0,0.0,0.0,-0.0002,0.043585078466131834,5.869517118740318
2017-06-26,0.007615305835454889,0.0,0.0,0.0,0.0,0.043585078466131834,5.914215286705963
2017-06-27,-0.013590174837185609,0.0,0.001064186862008392,-0.0,-0.0,0.043585078466131834,5.833840066934873
2017-06-28,-0.008786044334182397,1.0,0.0,-0.008786044334182397,-0.008986044334182397,0.043193421018726356,5.782583689468254
2017-06-29,-0.007445529993315936,1.0,0.0,-0.007445529993315936,-0.007445529993315936,0.04287182310701751,5.739529289169458
2017-06-30,0.0011431854654964102,1.0,0.0,0.0011431854654964102,0.0011431854654964102,0.04292083355207278,5.746090635631628
2017-07-03,-0.0036396446735044163,0.0,0.008475626835079738,-0.0,-0.004237813417539869,0.04273894306775382,5.725176907456178
2017-07-05,-0.005729777088124277,1.0,0.0,-0.005729777088124277,-0.005929777088124277,0.04248551066238,5.6923729199863775
2017-07-06,0.005402458236635654,1.0,0.009831343667547083,0.005402458236635654,0.005402458236635654,0.04271503685939565,5.72312572695396
2017-07-07,0.006520438685314378,0.0,0.0,0.0,-0.0002,0.04270649385202377,5.760443017344908
2017-07-10,0.003915045806798245,0.0,0.0,0.0,0.0,0.04270649385202377,5.7829954156252645
2017-07-11,-0.0019854869999827995,0.0,0.004040245764604166,-0.0,-0.0,0.04270649385202377,5.77151335340658
2017-07-12,0.00021333352175534337,1.0,0.0,0.00021333352175534337,1.333352175534336e-05,0.04270706327998864,5.772744610676121
2017-07-13,-0.001420742749039361,0.0,0.0,-0.0,-0.0002,0.042698521867332646,5.764543025628447
2017-07-14,0.007682627006492915,1.0,0.0,0.007682627006492915,0.007482627006492915,0.04301801898019448,5.80882985955723
2017-07-17,-0.004870829787396391,0.0,0.0,-0.0,-0.0002,0.04300941537639844,5.780536038047381
2017-07-18,0.003688843662830399,1.0,0.0021490902813550094,0.003688843662830399,0.002614298522152894,0.04312185482745562,5.801859531779095
2017-07-19,0.0021905056640836307,0.0,0.003665038065197867,0.0,-0.0018325190325989334,0.04304283320776334,5.814568537945674
2017-07-20,0.011847830177189378,0.0,0.0,0.0,0.0,0.04304283320776334,5.883458558536883
2017-07-21,0.006202853276517262,0.0,0.0034979035740500025,0.0,0.0,0.04304283320776334,5.919952788733957
2017-07-24,-0.008450322849268388,0.0,0.006766713821368925,-0.0,-0.0,0.04304283320776334,5.869927276416728
2017-07-25,-0.0002795644219302229,1.0,0.0,-0.0002795644219302229,-0.0004795644219302229,0.04302219139633782,5.868286253590925
2017-07-26,0.016630682867183166,1.0,0.001519714076149921,0.016630682867183166,0.016630682867183166,0.04373767981770157,5.965879861248245
2017-07-27,-0.00577379956301971,0.0,0.004677753875196438,-0.0,-0.002338876937598219,0.043635382767071886,5.931434066712342
2017-07-28,0.00324918274615138,1.0,0.0018324546456913663,0.00324918274615138,0.0023329554233056968,0.04373718216994635,5.950706379941838
2017-07-31,0.0066842289282842415,0.0,0.0,0.0,-0.0002,0.04372843473351236,5.990482263670371
2017-08-01,0.003286016510922085,0.0,0.0027687445202108263,0.0,0.0,0.04372843473351236,6.0101670872971775
2017-08-02,0.0011595603444063407,0.0,0.0044958619018052514,0.0,0.0,0.04372843473351236,6.017136238714864
2017-08-03,0.005451695631983444,0.0,0.0,0.0,0.0,0.04372843473351236,6.0499398340645145
2017-08-04,-0.005354470094254271,0.0,0.003169402225822826,-0.0,-0.0,0.04372843473351236,6.017545612150978
2017-08-07,0.002316863521327539,1.0,0.003132105857860188,0.002316863521327539,0.0007508105923974451,0.04376126650549924,6.031487444067695
2017-08-08,0.0017678112082688546,0.0,0.003971336843894169,0.0,-0.0019856684219470844,0.04367437114049486,6.04214997517385
2017-08-09,-0.0007460611301567388,0.0,0.0005019312338636062,-0.0,-0.0,0.04367437114049486,6.037642161934795
2017-08-10,0.0032595052070056862,1.0,0.007374726488944858,0.0032595052070056862,-0.00042785803746674296,0.043655684709771096,6.057321887999659
2017-08-11,-0.003656097895228805,0.0,0.0063414009815562595,-0.0,-0.0031707004907781298,0.04351726560883657,6.03517572619422
2017-08-14,0.005979674408762126,1.0,0.0,0.005979674408762126,0.005779674408762126,0.04376878123521527,6.071264112036526
2017-08-15,0.006686355568073843,0.0,0.0022648473880769442,0.0,-0.0011324236940384721,0.043719216430285326,6.111858742637288
2017-08-16,0.00623935831441913,0.0,0.0,0.0,0.0,0.043719216430285326,6.149992819299718
2017-08-17,-0.009134369849432056,0.0,0.007180332808859637,-0.0,-0.0,0.043719216430285326,6.093816510316883
2017-08-18,0.008882232812487567,1.0,0.010968282648316646,0.008882232812487567,0.003398091488329244,0.0438677783275135,6.147943207278098
2017-08-21,0.0034684584962692,0.0,0.00017254750156495951,0.0,-0.0002,0.043859004771847995,6.169267093129963
2017-08-22,0.002591796253301304,0.0,0.002208858594191997,0.0,0.0,0.043859004771847995,6.185256576467552
2017-08-23,-0.0014480266460740188,0.0,0.006091077235178134,-0.0,-0.0,0.043859004771847995,6.176300160132022
2017-08-24,-0.0022050607451952198,1.0,0.0051590546143390915,-0.0022050607451952198,-0.0047845880523647655,0.043649157501628,6.162681043098372
2017-08-25,0.005291128170814563,1.0,0.004625909386588803,0.005291128170814563,0.005291128170814563,0.04388011078851718,6.195288578373255
2017-08-28,0.005196505071532576,0.0,0.0,0.0,-0.0002,0.04387133476635948,6.227482426890379
2017-08-29,-0.0010606006321668415,0.0,0.003018501305103742,-0.0,-0.0,0.04387133476635948,6.2208775550916116
2017-08-30,-0.0006632955394179074,1.0,0.0029277816035806247,-0.0006632955394179074,-0.0021271863412082198,0.04377801226227391,6.216751274758054
2017-08-31,-0.0007304058230626076,1.0,0.0032281333773953778,-0.0007304058230626076,-0.0007304058230626076,0.04374603654719544,6.212210523426439
2017-09-01,-0.002325499191421665,1.0,0.0030290310202939733,-0.002325499191421665,-0.002325499191421665,0.043644305174577035,6.197764032877269
2017-09-05,0.0006664651369898689,1.0,5.398617060001502e-05,0.0006664651369898689,0.0006664651369898689,0.04367339258240404,6.2018946265324715
2017-09-06,-0.01337732841891337,0.0,0.004106180087405194,-0.0,-0.002053090043702597,0.043583727174918395,6.118929845293852
2017-09-07,0.00836438587987276,1.0,0.013379726240248397,0.00836438587987276,0.0016745227597485613,0.043656709118027465,6.17011093569176
2017-09-08,-0.00822795638024576,0.0,0.0,-0.0,-0.0002,0.04364797777620386,6.1193435320516105
2017-09-11,0.021179002379053458,1.0,0.0,0.021179002379053458,0.02097900237905346,0.04456366880581172,6.248945123275177
2017-09-12,-0.014993566261482738,0.0,0.020787036097504177,-0.0,-0.010393518048752088,0.044100495509759904,6.155251150504981
2017-09-13,-0.006369988329247733,1.0,0.0030245646075439743,-0.006369988329247733,-0.00788227063301972,0.04375288346910171,6.116042272512676
2017-09-14,0.009245534246547171,1.0,0.0045713245762722555,0.009245534246547171,0.009245534246547171,0.044157402251600475,6.172588350796522
2017-09-15,0.0036105665164105627,0.0,0.0,0.0,-0.0002,0.044148570771150156,6.194874891615494
2017-09-18,-0.011926263465753872,0.0,0.0,-0.0,-0.0,0.044148570771150156,6.120993181520704
2017-09-19,-0.002562204700399029,1.0,0.0043377059260614045,-0.002562204700399029,-0.004731057663429732,0.04393970133707384,6.105309944019901
2017-09-20,-0.00797739344603643,1.0,0.0,-0.00797739344603643,-0.00797739344603643,0.04358917705160667,6.056605484486455
2017-09-21,0.00027295463682985854,1.0,0.005288003698206949,0.00027295463682985854,0.00027295463682985854,0.043601074919598505,6.058258663036894
2017-09-22,-0.0028616170116697592,0.0,0.0015524590148604611,-0.0,-0.0007762295074302306,0.04356723047869023,6.0409222469856525
2017-09-25,0.0031429733514547475,1.0,0.005596415480428281,0.0031429733514547475,0.0003447656112406071,0.04358225096153628,6.059908704626139
2017-09-26,0.005993122652501182,0.0,0.0,0.0,-0.0002,0.04357353451134397,6.096226480755923
2017-09-27,-0.009816790339228554,0.0,0.0,-0.0,-0.0,0.04357353451134397,6.036381103533889
2017-09-28,0.005059823454437007,1.0,0.007693137924350176,0.005059823454437007,0.0012132544922619187,0.04362640029783359,6.06692412622147
2017-09-29,-0.002993322498780926,0.0,0.0024598179213468525,-0.0,-0.0012299089606734263,0.043572743797185357,6.0487638657360545
2017-10-02,0.0012964002107638262,1.0,0.004306536760724889,0.0012964002107638262,-0.0008568681695986183,0.043535407699963474,6.056605484486456
2017-10-03,0.001022414522015458,0.0,0.0,0.0,-0.0002,0.04352670061842348,6.062797845887913
2017-10-04,0.011437251375700175,0.0,0.0,0.0,0.0,0.04352670061842348,6.132139588891387
2017-10-05,-0.0054520853129663704,0.0,0.008222418920328734,-0.0,-0.0,0.04352670061842348,6.0987066407017325
2017-10-06,-0.0019626882206172924,1.0,0.0,-0.0019626882206172924,-0.0021626882206172925,0.04343256593571368,6.086736781017027
