Date,retorno_mensual_activo,posicion,retorno_estrategia_bruto,retorno_estrategia_neto,equity_estrategia,equity_buy_and_hold
2005-01-04,-0.01217846879811435,0.0,-0.0,-0.0,1.0,0.9878215312018856
2005-01-05,-0.012876806564674492,-1.0,0.012876806564674492,0.011876806564674491,1.0118768065646746,0.9751015444241784
2005-01-06,0.01623640816707317,0.0,0.0,-0.001,1.0108649297581098,0.9909336911037928
2005-01-07,-0.0019121590025156232,1.0,-0.0019121590025156232,-0.0029121590025156232,1.0079211303525875,0.9890388683254526
2005-01-10,0.0034209060435279603,1.0,0.0034209060435279603,0.0034209060435279603,1.0113691338388102,0.9924222773673912
2005-01-11,-0.011453967115035768,1.0,-0.011453967115035768,-0.011453967115035768,0.9997849450386582,0.9810551052381962
2005-01-12,0.004828183264522945,1.0,0.004828183264522945,0.004828183264522945,1.004612089978416,0.985791819078882
2005-01-13,0.004803890049111859,1.0,0.004803890049111859,0.004803890049111859,1.0094381360006808,0.9905274545890509
2005-01-14,0.000546498652804539,0.0,0.0,-0.001,1.0084286978646801,0.9910687765085497
2005-01-18,0.01160571470567251,-1.0,-0.01160571470567251,-0.01260571470567251,0.9957167333983852,1.0025708379824079
2005-01-19,-0.004049210442097495,-1.0,0.004049210442097495,0.004049210442097495,0.9997485999926331,0.998511217676307
2005-01-20,0.0042013527307271925,-1.0,-0.0042013527307271925,-0.0042013527307271925,0.9955483034820134,1.002706315507353
2005-01-21,0.00688180869234678,-1.0,-0.00688180869234678,-0.00688180869234678,0.9886971305134598,1.0096067485452824
2005-01-24,0.0005370449342807504,-1.0,-0.0005370449342807504,-0.0005370449342807504,0.9881661557279796,1.0101489527352043
2005-01-25,-0.010984733537820368,-1.0,0.010984733537820368,0.010984733537820368,0.9990208976397438,0.9990527356558998
2005-01-26,0.017878598501406717,0.0,0.0,-0.001,0.9980218767421041,1.0169143983984237
2005-01-27,0.00039909396031068134,1.0,0.00039909396031068134,-0.0006009060396893187,0.9974221593686277,1.0173202427929775
2005-01-28,0.005054811610774257,1.0,0.005054811610774257,0.005054811610774257,1.0024639404806477,1.0224626049681231
2005-01-31,0.014293063897602432,1.0,0.014293063897602432,0.014293063897602432,1.0167922216369798,1.0370767283138416
2005-02-01,0.01370088320711682,0.0,0.0,-0.001,1.0157754294153427,1.0512855954452884
2005-02-02,0.006564363906544912,1.0,0.006564363906544912,0.005564363906544912,1.0214275735519367,1.0581866166635001
2005-02-03,0.007160952976757784,0.0,0.0,-0.001,1.0204061459783849,1.065764241266062
2005-02-04,0.011935268932170562,1.0,0.011935268932170562,0.010935268932170561,1.0315645616046982,1.0784844241038631
2005-02-07,-0.006022504060784084,0.0,-0.0,-0.001,1.0305329970430934,1.0719892472802053
2005-02-08,0.009088537291982446,-1.0,-0.009088537291982446,-0.010088537291982447,1.0201364264718058,1.0817320615307155
2005-02-09,-0.0068804776641392396,-1.0,0.0068804776641392396,0.0068804776641392396,1.0271554523685198,1.07428922824277
2005-02-10,-0.003652415530020492,-1.0,0.003652415530020492,0.003652415530020492,1.0309070508944957,1.0703654775818023
2005-02-11,-0.004424957474523872,0.0,-0.0,-0.001,1.0298761438436013,1.0656291558613045
2005-02-14,0.016889022094242145,-1.0,-0.016889022094242145,-0.017889022094242146,1.0114526667520503,1.0836265902189146
2005-02-15,-0.003371984412917417,-1.0,0.003371984412917417,0.003371984412917417,1.0148632693787418,1.0799726182472735
2005-02-16,0.00213021062198826,-1.0,-0.00213021062198826,-0.00213021062198826,1.0127013968624454,1.0822731873901204
2005-02-17,-0.004251274363307522,-1.0,0.004251274363307522,0.004251274363307522,1.0170066683486125,1.0776721471344737
2005-02-18,-0.013058609238149388,-1.0,0.013058609238149388,0.013058609238149388,1.030287361023169,1.0635992476782072
2005-02-22,-0.014630782875919346,0.0,-0.0,-0.001,1.029257073662146,1.0480379580184362
2005-02-23,-0.006455905334091239,-1.0,0.006455905334091239,0.005455905334091239,1.0348726028204904,1.0412719241749349
2005-02-24,0.017284086836270474,-1.0,-0.017284086836270474,-0.017284086836270474,1.0169857748888638,1.0592693585325448
2005-02-25,0.01813992391693242,-1.0,-0.01813992391693242,-0.01813992391693242,0.9985377303077773,1.078484424103863
2005-02-28,-0.00439173681574534,-1.0,0.00439173681574534,0.00439173681574534,1.0029230452198807,1.073748004353318
2005-03-01,0.014240517018960785,-1.0,-0.014240517018960785,-0.014240517018960785,0.988640902525719,1.0890387310833867
2005-03-02,-0.005891495309217509,-1.0,0.005891495309217509,0.005891495309217509,0.9944654757654499,1.0826226645076527
2005-03-03,0.007565975575038353,-1.0,-0.007565975575038353,-0.007565975575038353,0.9869413742655896,1.0908137611443005
2005-03-04,0.013016317195635452,-1.0,-0.013016317195635452,-0.013016317195635452,0.9740950322846523,1.1050121390607188
2005-03-07,0.010625187075647746,-1.0,-0.010625187075647746,-0.010625187075647746,0.9637450903371688,1.1167530997591006
2005-03-08,-0.0034232954208793798,-1.0,0.0034232954208793798,0.0034232954208793798,0.9670442744918152,1.1129301239864424
2005-03-09,-0.02122171076431334,-1.0,0.02122171076431334,0.02122171076431334,0.9875666083813657,1.0893118427943107
2005-03-10,0.006767896386075556,0.0,0.0,-0.001,0.9865790417729843,1.0966841924784676
2005-03-11,-0.0064731870504078914,1.0,-0.0064731870504078914,-0.0074731870504078915,0.9792061520538026,1.089585150565329
2005-03-14,0.020297966460599337,1.0,0.020297966460599337,0.020297966460599337,0.9990820456862032,1.111701513407471
2005-03-15,0.0020878422802126373,0.0,0.0,-0.001,0.998082963640517,1.1140225708301394
