Date,retorno_mensual_activo,posicion,retorno_estrategia_bruto,retorno_estrategia_neto,equity_estrategia,equity_buy_and_hold
2005-01-04,-0.012178564440430861,0.0,-0.0,-0.0,1.0,0.9878214355595691
2005-01-05,-0.012877103002632895,0.0,-0.0,-0.0,1.0,0.9751011571856599
2005-01-06,0.01623651196485687,0.0,0.0,0.0,1.0,0.9909333987912506
2005-01-07,-0.001911664556884407,0.0,-0.0,-0.0,1.0,0.9890390665345484
2005-01-10,0.0034202108722007907,0.0,0.0,0.0,1.0,0.9924217887029412
2005-01-11,-0.011453279059106203,0.0,-0.0,-0.0,1.0,0.9810553050125891
2005-01-12,0.0048272820273824735,0.0,0.0,0.0,1.0,0.9857911356543446
2005-01-13,0.004804290209677653,0.0,0.0,0.0,1.0,0.9905271623561558
2005-01-14,0.0005464987068901639,0.0,0.0,0.0,1.0,0.991068484169523
2005-01-18,0.011606210421009289,0.0,0.0,0.0,1.0,1.0025710335384252
2005-01-19,-0.004049599972934859,0.0,-0.0,-0.0,1.0,0.9985110219081428
2005-01-20,0.004201549083147071,0.0,0.0,0.0,1.0,1.0027063149767532
2005-01-21,0.00688219840851545,0.0,0.0,0.0,1.0,1.0096071387818946
2005-01-24,0.0005364620381984597,0.0,0.0,0.0,1.0,1.0101487546853452
2005-01-25,-0.010985218763522653,0.0,-0.0,-0.0,1.0,0.9990520496314267
2005-01-26,0.01787899976509344,0.0,0.0,0.0,1.0,1.016914100992103
2005-01-27,0.0003996723958827886,0.0,0.0,0.0,1.0,1.0173205334872535
2005-01-28,0.005054038287310325,0.0,0.0,0.0,1.0,1.022462110413965
2005-01-31,0.014293930896671858,0.0,0.0,0.0,1.0,1.0370771131646876
2005-02-01,0.013699835658309123,0.0,0.0,0.0,1.0,1.0512848991800374
2005-02-02,0.006564646710575772,1.0,0.006564646710575772,0.005564646710575772,1.0055646467105759,1.0581862131353177
2005-02-03,0.007161510141589611,1.0,0.007161510141589611,0.007161510141589611,1.0127660081260177,1.0657644244323765
2005-02-04,0.011935448502807589,1.0,0.011935448502807589,0.011935448502807589,1.0248538246613998,1.0784848008363135
2005-02-07,-0.0060234097369322726,1.0,-0.0060234097369322726,-0.0060234097369322726,1.0186807101550022,1.0719886449858225
2005-02-08,0.009088906404016495,1.0,0.009088906404016495,0.009088906404016495,1.0279394037851781,1.081731849446267
2005-02-09,-0.006879933924794912,1.0,-0.006879933924794912,-0.006879933924794912,1.020867248608443,1.0742896057977307
2005-02-10,-0.0036533260405514634,1.0,-0.0036533260405514634,-0.0036533260405514634,1.0171376877051557,1.070364875605776
2005-02-11,-0.004424775924339319,1.0,-0.004424775924339319,-0.004424775924339319,1.0126370813528598,1.065628750873937
2005-02-14,0.016888749223581856,1.0,0.016888749223581856,0.016888749223581856,1.029739255074328,1.0836258876128857
2005-02-15,-0.003371171754710023,1.0,-0.003371171754710023,-0.003371171754710023,1.0262678271829053,1.0799727986278926
2005-02-16,0.002129483681900801,1.0,0.002129483681900801,0.002129483681900801,1.028453247774151,1.0822725830794675
2005-02-17,-0.004250370124132541,1.0,-0.004250370124132541,-0.004250370124132541,1.0240819408157447,1.0776725240261789
2005-02-18,-0.013058693075503336,1.0,-0.013058693075503336,-0.013058693075503336,1.010708769066466,1.063599529299018
2005-02-22,-0.014631605647033474,0.0,-0.0,-0.001,1.0096980602973995,1.0480373604199442
2005-02-23,-0.0064559077495492945,0.0,-0.0,-0.0,1.0096980602973995,1.041271327902992
2005-02-24,0.017283810911410624,0.0,0.0,0.0,1.0096980602973995,1.0592684646419408
2005-02-25,0.01814113875359058,0.0,0.0,0.0,1.0096980602973995,1.078484800836313
2005-02-28,-0.004392370693071634,0.0,-0.0,-0.0,1.0096980602973995,1.0737476958041965
2005-03-01,0.014240609616156918,1.0,0.014240609616156918,0.013240609616156918,1.0230670781439881,1.0890385175663921
2005-03-02,-0.005891495309217509,1.0,-0.005891495309217509,-0.005891495309217509,1.017039683252088,1.0826224522485925
2005-03-03,0.0075658850263642385,1.0,0.0075658850263642385,0.0075658850263642385,1.0247344885628233,1.0908134492492658
2005-03-04,0.013016677840346436,1.0,0.013016677840346436,0.013016677840346436,1.0380731272723378,1.1050122165020606
2005-03-07,0.010624829391933988,1.0,0.010624829391933988,0.010624829391933988,1.0491024771459578,1.1167527827783978
2005-03-08,-0.0034227690334908134,1.0,-0.0034227690334908134,-0.0034227690334908134,1.045511641674224,1.1129303959354393
2005-03-09,-0.02122222991478695,1.0,-0.02122222991478695,-0.02122222991478695,1.0233235532360274,1.0893115311937425
2005-03-10,0.006767986987783248,1.0,0.006767986987783248,0.006767986987783248,1.030249393728621,1.096683977462504
2005-03-11,-0.006473097662735849,1.0,-0.006473097662735849,-0.006473097662735849,1.0235804887860414,1.0895850349712315
2005-03-14,0.020298324514618216,0.0,0.0,-0.001,1.0225569082972552,1.1117017855973492
2005-03-15,0.002088017719977131,1.0,0.002088017719977131,0.001088017719977131,1.0236694683331677,1.1140230386250067
2005-03-16,-0.014706311982471076,1.0,-0.014706311982471076,-0.014706311982471076,1.00861506576493,1.097639868263327
2005-03-17,0.007462818532432358,1.0,0.007462818532432358,0.007462818532432358,1.016142176969811,1.1058313554141392
2005-03-18,-0.003456927626761086,1.0,-0.003456927626761086,-0.003456927626761086,1.0126294470055268,1.1020085764510694
2005-03-21,-0.007680797499204028,0.0,-0.0,-0.001,1.0116168175585214,1.0935442717329626
2005-03-22,-0.016229655110528318,0.0,-0.0,-0.0,1.0116168175585214,1.0757964253546428
2005-03-23,-0.0035536230954337222,0.0,-0.0,-0.0,1.0116168175585214,1.0719734503315175
2005-03-24,0.005858902398631072,0.0,0.0,0.0,1.0116168175585214,1.0782540381509336
2005-03-28,-0.0005066721991792145,0.0,-0.0,-0.0,1.0116168175585214,1.0777077168061497
2005-03-29,-0.014948085026181945,-1.0,0.014948085026181945,0.013948085026181944,1.0257269349437432,1.061598050221959
2005-03-30,0.022376669253780124,-1.0,-0.022376669253780124,-0.022376669253780124,1.0027745825758134,1.0853530786722336
2005-03-31,0.010062918417047317,-1.0,-0.010062918417047317,-0.010062918417047317,0.9926837437606644,1.0962748981566035
